filled_paraphrased_canonical	masked_sparql_query
Какова формула фосфат бария	select distinct ?x0 where { SUBJ_1 dr:chemical_formula ?x0 . }
Когда была открыта территория, на которой расположена Мелитополь? 	select ?x0 where { SUBJ_1 dr:location ?dummy . ?dummy dr:discovered_at ?x0 . }
Создатель произволения с персонажем Ланселот 	select ?x0 where { SUBJ_1 dr:author ?dummy . ?dummy dr:name ?x0 . }
Автор фильма Пункт назначения?	select distinct ?x0 where { SUBJ_1 wdt:p57 ?x0 . }
Каково количество директоров, управляющих компанией BlaBlaCar?	select count ( distinct ?x0 ) where { SUBJ_1 dr:company_director ?x0 . }
В скольких по общему числу музыкальных жанрах выступал человек, которым была вдохновлена Вуд Эдуард 1 й граф Галифакс? 	select ?x0 where { SUBJ_1 dr:influenced_by ?dummy . ?dummy dr:hasgeneralmusicgenre ?x0 . }
Количество стран где протекает Белокаменная?	select count ( distinct ?x0 ) where { ?x0 dr:locatedin OBJ_1 . }
Какое количество продуктов выпускает Victoria’s Secret?	select count ( distinct ?x0 ) where { SUBJ_1 dr:company_products ?x0 . }
Туран, максимальная ширина месте, где она находится	select ?x0 where { SUBJ_1 dr:locatedin ?dummy . ?dummy dr:width ?x0 . }
Какова  протяженность границы у страны, где расположены Великая Дымерка?	select ?x0 where { SUBJ_1 dr:political_own ?dummy . ?dummy dr:border_length ?x0 . }
Как зовут основателя компании OneTwoTrip?	select ?x0 where { SUBJ_1 dr:company_founder ?dummy . ?dummy dr:real_full_name ?x0 . }
Водоемы,омывающие Хатай-сколько их?	select count ( distinct ?x0 ) where { SUBJ_1 dr:wash ?x0 . }
Оракл арена насколько длинная?	select distinct ?x0 where { SUBJ_1 dr:length ?x0 . }
Какая химическая формула у АБС пластик	select distinct ?x0 where { SUBJ_1 dr:chemical_formula ?x0 . }
Побережья скольких всего стран омываются водоемами Явне?	select count ( distinct ?x0 ) where { ?x0 dr:wash OBJ_1 . }
Какова минимальная плотность населения в месте, где  на данный момент живёт Дмитрий Александрович Разумков?	select ?x0 where { SUBJ_1 dr:residence ?dummy . ?dummy dr:population_density ?x0 . }
Кто ценитель творчества г Одри Хепберн?	select distinct ?x0 where { ?x0 dr:influenced_by OBJ_1 . }
Какова средняя площадь города с Великие курганы Уппсалы?	select ?x0 where { SUBJ_1 dr:location ?dummy . ?dummy dr:area ?x0 . }
Как много авторов у Гарри Поттер и философский камень?	select count ( distinct ?x0 ) where { SUBJ_1 dr:hasauthor ?x0 . }
Материалы( количество),которые использованы при создании ТАПИ трубопровод 	select count ( distinct ?x0 ) where { SUBJ_1 dr:material ?x0 . }
Чьей родной отчизной является Украина?	select distinct ?x0 where { ?x0 dr:native_country OBJ_1 . }
Годы распада страны, в которой было создано произведение Черная курица или Подземные жители?	select ?x0 where { SUBJ_1 dr:place_of_origin ?dummy . ?dummy dr:date_country_end ?x0 . }
В каком возрасте умер человек, которым был вдохновлен Владимир Леонидович Сорокин?	select ?x0 where { SUBJ_1 dr:influenced_by ?dummy . ?dummy dr:death_age ?x0 . }
Человек, который открыл фосфат иттрия, какое носит настоящее полное имя?	select ?x0 where { SUBJ_1 dr:discoverer ?dummy . ?dummy dr:real_full_name ?x0 . }
Сколько водоемов омывает США?	select ?x0 where { SUBJ_1 dr:wash ?dummy . ?dummy dr:depth ?x0 . }
какой самый старый первооткрыватель апостолы	select ?x0 where { SUBJ_1 dr:discoverer ?dummy . ?dummy dr:death_age ?x0 . }
Метро 2034 Сколько всего человек написало книгу 	select count ( distinct ?x0 ) where { ?x0 dr:wrote OBJ_1 . }
Общая площадь города где родился Ив Сен Лоран ?	select ?x0 where { SUBJ_1 dr:birth_place ?dummy . ?dummy dr:area ?x0 . }
Состоит ли в законном браке сын Брюс Бак?	select ?x0 where { SUBJ_1 dr:child ?dummy . ?dummy dr:marriage_fact_now ?x0 . }
Сколько максимально  времени существует страна, в которой была написана книга Белоснежка?	select ?x0 where { SUBJ_1 dr:place_of_origin ?dummy . ?dummy dr:period_country ?x0 . }
Кто является родителями у Сапега Ян Петр?	select distinct ?x0 where { ?x0 dr:child OBJ_1 . }
Как много всего фильмов, в которых актером и режиссером одновременно выступает Вальтер Бух?	select ?x0 where { SUBJ_1 dr:isdirectorandactorinfilm ?dummy . ?dummy wdt:p577 ?x0 . }
Правда, что высота над уровнем моря у Хандагайты равна 2 290 м?	select distinct ?x0 where { SUBJ_1 dr:elevation ?x0 . }
С кем граничит Донецкая Народная Республика? 	select distinct ?x0 where { ?x0 dr:borders_country OBJ_1 . }
Численность детей у братьев и сестер Мария Игнатьевна Будберг	select ?x0 where { SUBJ_1 dr:sibling ?dummy . ?dummy dr:child_count ?x0 . }
А какова кличка автора персонажа Ганнибал Лектер? 	select ?x0 where { SUBJ_1 dr:author ?dummy . ?dummy dr:nickname ?x0 . }
Какой код у жены Даббс Грир на портале Кинопоиск?	select ?x0 where { SUBJ_1 wdt:p26 ?dummy . ?dummy wdt:p2604 ?x0 . }
В каком веществе основным компонентом является Цетуксимаб	select distinct ?x0 where { ?x0 dr:major_component OBJ_1 . }
Количество частей в книге Остров доктора Моро? 	select distinct ?x0 where { SUBJ_1 dr:number_of_parts ?x0 . }
Какова численность людей, вдохновлённых творчеством Stray Kids?	select count ( distinct ?x0 ) where { ?x0 dr:influenced_by OBJ_1 . }
Точное полное ФИО отца Татьяна Федоровна Шлецер?	select ?x0 where { SUBJ_1 dr:father ?dummy . ?dummy dr:real_full_name ?x0 . }
